price,1h,24h,7d,24h_volume,mkt_cap,price_ma7,price_ma30,volatility_7d,volume_change_pct,price_change_pct
0.991318930147484,0.9086357947434294,0.552739165985282,0.1186604723190088,0.6108704964347693,0.9934460122575236,0.991318930147484,0.991318930147484,0.0,0.0,0.0
0.0665839828789877,0.9111389236545684,0.5560098119378577,0.1205962059620596,0.3408769457657339,0.4214352373551158,0.5289514565132358,0.5289514565132358,0.6538863520137381,-0.4419816511761526,-0.9328329351391668
2.426167474255417e-05,0.8798498122653317,0.5273916598528209,0.1080139372822299,1.0,0.102961577292696,0.3526423915670714,0.3526423915670714,0.5541104040004028,1.933609950516411,-0.9996356229577518
0.0093026539603066,0.9036295369211514,0.5511038430089941,0.1087882307394502,0.0240934621393307,0.0824446970445735,0.2668074571653802,0.2668074571653802,0.483903678848002,-0.9759065378606692,382.4300005675227
2.425861777153208e-05,0.8798498122653317,0.5282093213409648,0.1080139372822299,0.0668382787233985,0.0672108030444311,0.2134508174558584,0.2134508174558584,0.4357255246223604,1.7741251272597398,-0.997392290643612
1.904585137531012e-05,0.904881101376721,0.543744889615699,0.1252419667053813,0.067751907777548,0.0482789335318631,0.1778788555217779,0.1778788555217779,0.3993464324380312,0.013669248694007,-0.2148830755864103
0.0021716625093927,0.9111389236545684,0.5241210139002452,0.1169183120402632,0.0459395820762871,0.0423707456073738,0.15277782794858,0.15277782794858,0.3705514926171066,-0.3219440812335205,113.02286338367163
0.0020770419777563,0.9111389236545684,0.5396565821749794,0.1159504452187378,0.0306579487535298,0.0353991084674468,0.0114575582100475,0.133940229702227,0.0245291269958255,-0.332646328766785,-0.0435705507771833
1.999552611116723e-05,0.9011264080100124,0.5412919051512673,0.1134339914827719,0.0164100946655623,0.0338475810573065,0.0019484171596365,0.1190602036826586,0.0033910968190342,-0.4647360527121722,-0.9903730755924504
0.0004500540671062,0.9198998748435544,0.5568274734260016,0.1264034068912117,0.0131561120018374,0.0259139082590641,0.0020092446442599,0.1071991887211034,0.0033544508632361,-0.1982915229949041,21.507738211241712
0.0017878428143959,0.9236545682102628,0.5543744889615698,0.1101432442895857,0.0149622741465159,0.0251257207278151,0.0009357001948441,0.0976163390932209,0.0010248381244507,0.1372869237071141,2.972506738782609
2.426167474255417e-05,0.8785982478097623,0.5298446443172525,0.10840108401084,0.069724558144343,0.0230787838993845,0.0009357006315543,0.0894836659750143,0.0010248376713308,3.6600241020566378,-0.9864296376911904
2.8061052688837507e-06,0.8998748435544431,0.5470155355682746,0.1058846302748741,0.0077990839418498,0.0196472441251775,0.0009333806678248,0.0826005229081108,0.0010272740668876,-0.8881443762511306,-0.8843400013123606
2.426167474255417e-05,0.8798498122653317,0.5306623058053965,0.108207510646535,0.0128110718763575,0.0192776651251608,0.0006266091200176,0.0767022185342988,0.0009097752467521,0.6426380292707747,7.646031569658575
5.438658601115701e-10,0.9111389236545684,0.5511038430089941,0.1039488966318234,0.0094303126368094,0.015618750328558,0.0003298889151761,0.0715887373349366,0.0006631652220963,-0.2638935502178552,-0.9999775833339668
0.9903722395976248,0.9061326658322904,0.552739165985282,0.1186604723190088,0.0076472912656802,0.0141903365746844,0.1418087809253923,0.1290127062263546,0.3741818765984704,-0.1890734103734294,1820986224.1593752
9.742882013195308e-06,0.9036295369211514,0.5633687653311529,0.1153697251258226,0.0017128425298391,0.0129415607010737,0.1417458793275219,0.1214242966178639,0.3742096360961488,-0.7760197081120659,-0.9999901624039692
3.4936811645119914e-05,0.9173967459324156,0.5560098119378577,0.1080139372822299,0.0114863096088918,0.0126224562002482,0.1414954641842718,0.1146804432952962,0.3743194737950444,5.70599276278526,2.58588060471256
2.4247821326255623e-05,0.8811013767209012,0.5273916598528209,0.1080139372822299,0.0053700294650456,0.0119966520276387,0.1414954622052123,0.1086459066914031,0.3743194746676767,-0.5324843532958101,-0.3059520836486338
0.0006987362335864,0.902377972465582,0.5699100572363041,0.1147890050329074,0.0135462736668925,0.0106703147539146,0.141594880794972,0.1032485481685122,0.374275720963978,1.5225697093595874,27.81645423664542
0.0026551976877294,0.9011264080100124,0.5388389206868356,0.1252419667053813,0.0126990396598326,0.0097472949641579,0.1419707287968273,0.0984583886218083,0.3741111462142513,-0.0625436948856692,2.800000000144661
0.0666058183862884,0.9136420525657072,0.5568274734260016,0.1209833526906697,0.0003508594778566,0.0088999295774002,0.1514858456314591,0.0970105445201937,0.3707302069862307,-0.9723711802423628,24.08506944477138
0.0002574163693645,0.9324155193992488,0.5543744889615698,0.1256291134339914,0.0069465885528498,0.0087887846008018,0.0100408708845647,0.0928038867745055,0.0249606620498371,18.798776978425945,-0.9961352269876548
0.000349610733523,0.9098873591989988,0.5805396565821749,0.1277584204413472,0.0124436883196025,0.0085451330459512,0.0100894234347804,0.0889516252727979,0.0249382183026299,0.7913380395183396,0.3581526861951556
1.473942218225569e-06,0.8948685857321652,0.5322976287816843,0.1085946573751451,0.0104997948163485,0.0078264863742675,0.0100846430248623,0.0853936192195747,0.0249404699782007,-0.1562152195817852,-0.99578404757951
0.0010279671603315,0.9061326658322904,0.5478331970564185,0.1167247386759581,0.0015723325558166,0.0073935068644175,0.010228031501863,0.0821487864480654,0.0248757919829623,-0.850251116015293,696.42704131851
0.0071710232142625,0.9036295369211514,0.5404742436631234,0.1155632984901277,0.0237944021885613,0.0071485527363587,0.0111526439276739,0.0793718322542208,0.0245811026165508,14.133186742548585,5.975926363202089
